"","Stabr","area_name","Unemployed_2019","Employed_2019","Civilian_labor_force_2019","Unemployed_2018","Employed_2018","Civilian_labor_force_2018","Unemployed_2017","Employed_2017","Civilian_labor_force_2017","Unemployed_2016","Employed_2016","Civilian_labor_force_2016"
"2123","OH","Lake County, OH",4673,122045,126718,5421,121618,127039,6203,120301,126504,6033,"119,629","125,662"
"2124","OH","Lawrence County, OH",1231,22549,23780,1326,22471,23797,1433,22582,24015,1620,"23,123","24,743"
"2125","OH","Licking County, OH",3362,87159,90521,3539,85887,89426,3770,84997,88767,3892,"84,323","88,215"
"2126","OH","Logan County, OH",829,22036,22865,857,22270,23127,963,22539,23502,983,"22,330","23,313"
"2127","OH","Lorain County, OH",6593,147587,154180,7592,147076,154668,9059,145104,154163,9026,"144,544","153,570"
"2128","OH","Lucas County, OH",9792,200417,210209,10953,198680,209633,12436,197796,210232,10972,"199,375","210,347"
"2129","OH","Madison County, OH",713,20091,20804,782,19803,20585,804,19779,20583,805,"19,524","20,329"
"2130","OH","Mahoning County, OH",5901,97180,103081,6133,98091,104224,7257,97823,105080,6802,"99,115","105,917"
"2131","OH","Marion County, OH",1152,27292,28444,1256,27215,28471,1422,26630,28052,1417,"26,312","27,729"
"2132","OH","Medina County, OH",3337,94520,97857,3790,94194,97984,4386,93026,97412,4176,"92,570","96,746"
"2133","OH","Meigs County, OH",629,8428,9057,645,8319,8964,733,8227,8960,768,"8,183","8,951"
"2134","OH","Mercer County, OH",611,22787,23398,647,22978,23625,723,22757,23480,770,"22,645","23,415"
"2135","OH","Miami County, OH",1992,52125,54117,2094,51632,53726,2279,51170,53449,2323,"50,669","52,992"
"2136","OH","Monroe County, OH",442,4903,5345,401,4787,5188,434,4720,5154,595,"4,724","5,319"
"2137","OH","Montgomery County, OH",10589,241945,252534,11354,239637,250991,12338,239204,251542,12415,"237,552","249,967"
"2138","OH","Morgan County, OH",434,6280,6714,400,6310,6710,454,6238,6692,563,"6,188","6,751"
"2139","OH","Morrow County, OH",691,16124,16815,766,15889,16655,831,15893,16724,852,"15,909","16,761"
"2140","OH","Muskingum County, OH",1940,37592,39532,2087,37457,39544,2261,37495,39756,2410,"37,314","39,724"
"2141","OH","Noble County, OH",322,4377,4699,316,4451,4767,344,4419,4763,429,"4,462","4,891"
"2142","OH","Ottawa County, OH",1188,19862,21050,1323,19773,21096,1427,19763,21190,1365,"19,659","21,024"
"2143","OH","Paulding County, OH",331,8297,8628,355,8396,8751,394,8485,8879,410,"8,462","8,872"
"2144","OH","Perry County, OH",827,15087,15914,884,14868,15752,964,14917,15881,1019,"14,866","15,885"
"2145","OH","Pickaway County, OH",1056,25404,26460,1124,25036,26160,1228,25038,26266,1273,"24,921","26,194"
"2146","OH","Pike County, OH",669,10155,10824,704,10163,10867,759,10091,10850,816,"9,988","10,804"
"2147","OH","Portage County, OH",3688,83621,87309,3951,82995,86946,4417,82978,87395,4402,"82,692","87,094"
"2148","OH","Preble County, OH",794,20342,21136,858,20306,21164,948,20221,21169,1008,"20,004","21,012"
"2149","OH","Putnam County, OH",582,18235,18817,623,18039,18662,672,18196,18868,696,"18,197","18,893"
"2150","OH","Richland County, OH",2362,49884,52246,2584,50245,52829,2912,50259,53171,2977,"50,416","53,393"
"2151","OH","Ross County, OH",1489,33829,35318,1570,33220,34790,1757,32430,34187,1877,"31,950","33,827"
"2152","OH","Sandusky County, OH",1313,29193,30506,1393,29484,30877,1487,29809,31296,1473,"29,541","31,014"
"2153","OH","Scioto County, OH",1806,27056,28862,1944,27024,28968,2097,27483,29580,2325,"27,543","29,868"
"2154","OH","Seneca County, OH",1129,26184,27313,1196,26015,27211,1300,26067,27367,1337,"25,803","27,140"
"2155","OH","Shelby County, OH",853,23325,24178,899,23078,23977,997,23011,24008,1005,"23,059","24,064"
"2156","OH","Stark County, OH",8384,177352,185736,9092,176955,186047,9776,177263,187039,10227,"176,173","186,400"
"2157","OH","Summit County, OH",11651,260690,272341,12618,258743,271361,13900,259223,273123,13992,"258,318","272,310"
"2158","OH","Trumbull County, OH",5318,81440,86758,5433,82192,87625,6437,82628,89065,6151,"84,249","90,400"
"2159","OH","Tuscarawas County, OH",1932,42908,44840,2024,42533,44557,2284,43080,45364,2602,"42,402","45,004"
"2160","OH","Union County, OH",933,28041,28974,992,27638,28630,1064,27296,28360,1068,"26,715","27,783"
"2161","OH","Van Wert County, OH",491,14563,15054,505,13901,14406,570,13919,14489,582,"13,718","14,300"
"2162","OH","Vinton County, OH",314,5246,5560,339,5158,5497,376,5080,5456,387,"5,066","5,453"
"2163","OH","Warren County, OH",4179,115000,119179,4543,113665,118208,4809,111495,116304,4788,"109,770","114,558"
"2164","OH","Washington County, OH",1472,25918,27390,1520,25634,27154,1711,25569,27280,1950,"25,819","27,769"
"2165","OH","Wayne County, OH",2012,60061,62073,2193,58905,61098,2415,59198,61613,2454,"58,742","61,196"
"2166","OH","Williams County, OH",629,18363,18992,686,18264,18950,834,18150,18984,864,"18,154","19,018"
"2167","OH","Wood County, OH",2608,68553,71161,2825,67961,70786,3118,67475,70593,2969,"67,655","70,624"
"2168","OH","Wyandot County, OH",406,12569,12975,407,12304,12711,469,12168,12637,473,"12,196","12,669"
"2169","OK","Oklahoma",60658,1780551,1841209,63045,1777564,1840609,77515,1758210,1835725,87946,"1,743,766","1,831,712"
"2170","OK","Adair County, OK",335,7726,8061,343,7834,8177,406,7833,8239,475,"7,685","8,160"
"2171","OK","Alfalfa County, OK",58,2761,2819,63,2836,2899,78,2882,2960,98,"2,871","2,969"
"2172","OK","Atoka County, OK",214,4706,4920,211,4860,5071,273,4922,5195,332,"4,733","5,065"
"2173","OK","Beaver County, OK",57,2819,2876,61,2956,3017,78,2961,3039,90,"2,799","2,889"
"2174","OK","Beckham County, OK",332,10162,10494,298,11121,11419,434,10876,11310,793,"10,249","11,042"
"2175","OK","Blaine County, OK",95,4655,4750,91,4391,4482,128,4498,4626,162,"4,233","4,395"
"2176","OK","Bryan County, OK",650,20684,21334,670,20293,20963,779,19633,20412,839,"18,686","19,525"
"2177","OK","Caddo County, OK",422,11346,11768,437,11689,12126,542,11849,12391,632,"11,302","11,934"
"2178","OK","Canadian County, OK",2122,72123,74245,2045,71503,73548,2486,68680,71166,2764,"66,703","69,467"
"2179","OK","Carter County, OK",740,20772,21512,784,21359,22143,1012,21479,22491,1175,"21,563","22,738"
"2180","OK","Cherokee County, OK",748,17989,18737,799,18025,18824,1027,18165,19192,1060,"18,242","19,302"
"2181","OK","Choctaw County, OK",262,5166,5428,286,5409,5695,349,5381,5730,439,"5,321","5,760"
"2182","OK","Cimarron County, OK",23,1301,1324,26,1351,1377,33,1386,1419,35,"1,382","1,417"
"2183","OK","Cleveland County, OK",4046,138776,142822,4133,137478,141611,4878,135066,139944,5309,"133,954","139,263"
"2184","OK","Coal County, OK",97,2383,2480,86,2208,2294,121,2155,2276,170,"2,153","2,323"
"2185","OK","Comanche County, OK",1761,46396,48157,1902,46458,48360,2141,46848,48989,2276,"47,211","49,487"
"2186","OK","Cotton County, OK",86,2632,2718,86,2650,2736,112,2690,2802,138,"2,754","2,892"
"2187","OK","Craig County, OK",211,5715,5926,212,5882,6094,264,5837,6101,302,"5,956","6,258"
"2188","OK","Creek County, OK",1171,30465,31636,1209,30285,31494,1562,29977,31539,1829,"29,697","31,526"
"2189","OK","Custer County, OK",396,15279,15675,384,15291,15675,495,14943,15438,691,"14,519","15,210"
"2190","OK","Delaware County, OK",686,17304,17990,711,17256,17967,810,17790,18600,879,"17,105","17,984"
"2191","OK","Dewey County, OK",62,2829,2891,53,2716,2769,72,2454,2526,108,"2,569","2,677"
"2192","OK","Ellis County, OK",54,2102,2156,48,2152,2200,70,2157,2227,86,"2,171","2,257"
"2193","OK","Garfield County, OK",814,26255,27069,833,26396,27229,1067,26774,27841,1265,"27,756","29,021"
"2194","OK","Garvin County, OK",402,12174,12576,418,12262,12680,523,12126,12649,679,"12,046","12,725"
"2195","OK","Grady County, OK",817,25657,26474,812,25497,26309,1048,25051,26099,1295,"24,818","26,113"
"2196","OK","Grant County, OK",56,2594,2650,57,2680,2737,74,2818,2892,96,"2,911","3,007"
"2197","OK","Greer County, OK",78,1758,1836,80,1886,1966,107,1955,2062,162,"2,030","2,192"
"2198","OK","Harmon County, OK",34,1140,1174,35,1172,1207,48,1226,1274,49,"1,244","1,293"
"2199","OK","Harper County, OK",51,1697,1748,41,1753,1794,57,1820,1877,73,"1,838","1,911"
"2200","OK","Haskell County, OK",223,3994,4217,216,4004,4220,286,4086,4372,372,"4,135","4,507"
"2201","OK","Hughes County, OK",259,5057,5316,225,5134,5359,299,5114,5413,400,"5,119","5,519"
"2202","OK","Jackson County, OK",313,10337,10650,327,10428,10755,407,10451,10858,483,"10,529","11,012"
"2203","OK","Jefferson County, OK",81,2425,2506,88,2498,2586,137,2361,2498,193,"2,519","2,712"
"2204","OK","Johnston County, OK",162,3593,3755,154,5045,5199,199,4847,5046,256,"4,121","4,377"
"2205","OK","Kay County, OK",781,17526,18307,888,18044,18932,1032,18208,19240,1195,"17,766","18,961"
"2206","OK","Kingfisher County, OK",187,8955,9142,191,8736,8927,240,8483,8723,280,"8,177","8,457"
"2207","OK","Kiowa County, OK",130,3323,3453,147,3380,3527,206,3727,3933,219,"3,894","4,113"
"2208","OK","Latimer County, OK",198,2937,3135,193,3025,3218,252,3146,3398,321,"3,407","3,728"
"2209","OK","Le Flore County, OK",894,18141,19035,890,18305,19195,1112,18261,19373,1362,"18,411","19,773"
"2210","OK","Lincoln County, OK",557,15219,15776,562,15134,15696,683,15111,15794,844,"15,049","15,893"
"2211","OK","Logan County, OK",636,21445,22081,674,21289,21963,793,20901,21694,872,"20,723","21,595"
"2212","OK","Love County, OK",140,6030,6170,139,6294,6433,194,6396,6590,207,"6,370","6,577"
"2213","OK","McClain County, OK",536,19092,19628,545,18995,19540,674,18578,19252,779,"18,197","18,976"
"2214","OK","McCurtain County, OK",813,13570,14383,779,13376,14155,922,13851,14773,1058,"13,764","14,822"
"2215","OK","McIntosh County, OK",413,6654,7067,406,6460,6866,531,6420,6951,629,"6,437","7,066"
"2216","OK","Major County, OK",83,3788,3871,86,3925,4011,126,3898,4024,164,"3,833","3,997"
"2217","OK","Marshall County, OK",238,6642,6880,257,6495,6752,305,6277,6582,334,"6,287","6,621"
"2218","OK","Mayes County, OK",609,18802,19411,670,19160,19830,906,18357,19263,990,"18,470","19,460"
"2219","OK","Murray County, OK",190,6117,6307,190,6296,6486,236,6171,6407,286,"6,064","6,350"
"2220","OK","Muskogee County, OK",1150,28418,29568,1181,28058,29239,1495,28092,29587,1614,"28,042","29,656"
"2221","OK","Noble County, OK",139,5530,5669,149,5579,5728,188,5577,5765,204,"5,562","5,766"
"2222","OK","Nowata County, OK",159,4434,4593,195,4429,4624,248,4372,4620,286,"4,406","4,692"
"2223","OK","Okfuskee County, OK",212,4402,4614,214,4290,4504,267,4199,4466,277,"4,280","4,557"
"2224","OK","Oklahoma County, OK",12099,372632,384731,12766,369308,382074,15023,363326,378349,16068,"359,374","375,442"
"2225","OK","Okmulgee County, OK",769,14943,15712,777,14866,15643,997,14960,15957,1159,"15,010","16,169"
"2226","OK","Osage County, OK",783,19921,20704,896,19806,20702,1066,19720,20786,1212,"19,877","21,089"
"2227","OK","Ottawa County, OK",478,13599,14077,500,13873,14373,625,13878,14503,726,"13,754","14,480"
"2228","OK","Pawnee County, OK",289,7074,7363,307,7049,7356,392,7019,7411,496,"7,002","7,498"
"2229","OK","Payne County, OK",1094,36836,37930,1146,37538,38684,1377,37556,38933,1444,"37,500","38,944"
"2230","OK","Pittsburg County, OK",723,16406,17129,694,17183,17877,929,16856,17785,1082,"16,566","17,648"
"2231","OK","Pontotoc County, OK",593,18451,19044,578,18095,18673,695,17912,18607,751,"17,722","18,473"
"2232","OK","Pottawatomie County, OK",1173,31169,32342,1217,31391,32608,1354,31718,33072,1527,"31,563","33,090"
"2233","OK","Pushmataha County, OK",212,4066,4278,235,4266,4501,291,4447,4738,355,"4,525","4,880"
"2234","OK","Roger Mills County, OK",56,1822,1878,45,1833,1878,61,1824,1885,93,"1,720","1,813"
"2235","OK","Rogers County, OK",1392,43759,45151,1495,43436,44931,1953,42713,44666,2252,"42,673","44,925"
"2236","OK","Seminole County, OK",455,8979,9434,452,9053,9505,534,8924,9458,653,"8,798","9,451"
"2237","OK","Sequoyah County, OK",666,15502,16168,710,15648,16358,901,15701,16602,1053,"15,804","16,857"
"2238","OK","Stephens County, OK",799,17737,18536,735,17802,18537,1117,17102,18219,1805,"17,237","19,042"
"2239","OK","Texas County, OK",220,10969,11189,248,8784,9032,290,9088,9378,318,"9,092","9,410"
"2240","OK","Tillman County, OK",110,2879,2989,116,2985,3101,137,3136,3273,147,"3,168","3,315"
"2241","OK","Tulsa County, OK",10273,313397,323670,10868,311337,322205,13557,306501,320058,14842,"303,683","318,525"
"2242","OK","Wagoner County, OK",1193,36806,37999,1264,36563,37827,1612,35489,37101,1746,"34,903","36,649"
"2243","OK","Washington County, OK",763,21547,22310,901,22043,22944,1041,22221,23262,1168,"22,786","23,954"
"2244","OK","Washita County, OK",175,5028,5203,161,5116,5277,235,5142,5377,368,"4,958","5,326"
"2245","OK","Woods County, OK",96,4505,4601,100,4546,4646,127,4802,4929,168,"5,056","5,224"
"2246","OK","Woodward County, OK",261,8727,8988,255,9018,9273,388,9065,9453,590,"8,936","9,526"
"2247","OR","Oregon",78769,2025300,2104069,84967,2012235,2097202,85976,2002804,2088780,98556,"1,948,757","2,047,313"
"2248","OR","Baker County, OR",331,6789,7120,376,6751,7127,383,6624,7007,438,"6,513","6,951"
"2249","OR","Benton County, OR",1415,46736,48151,1497,46727,48224,1564,46719,48283,1836,"44,947","46,783"
"2250","OR","Clackamas County, OR",7425,212043,219468,7979,210191,218170,8086,209351,217437,9266,"203,367","212,633"
"2251","OR","Clatsop County, OR",726,18659,19385,772,18496,19268,789,18429,19218,897,"18,120","19,017"
"2252","OR","Columbia County, OR",1097,23340,24437,1207,23120,24327,1244,23006,24250,1441,"22,171","23,612"
"2253","OR","Coos County, OR",1273,24874,26147,1390,24856,26246,1452,25007,26459,1689,"24,745","26,434"
"2254","OR","Crook County, OR",510,9083,9593,557,8953,9510,597,8821,9418,648,"8,693","9,341"
"2255","OR","Curry County, OR",463,8432,8895,533,8420,8953,544,8422,8966,611,"8,432","9,043"
"2256","OR","Deschutes County, OR",3732,92361,96093,3931,91160,95091,3954,89287,93241,4370,"85,483","89,853"
"2257","OR","Douglas County, OR",2276,44063,46339,2446,44054,46500,2467,43747,46214,2867,"42,826","45,693"
"2258","OR","Gilliam County, OR",35,912,947,33,825,858,36,819,855,49,"788","837"
"2259","OR","Grant County, OR",221,2964,3185,219,2921,3140,217,2916,3133,238,"2,870","3,108"
"2260","OR","Harney County, OR",190,3387,3577,210,3329,3539,214,3196,3410,214,"3,209","3,423"
"2261","OR","Hood River County, OR",458,14012,14470,471,14011,14482,514,13831,14345,576,"13,330","13,906"
"2262","OR","Jackson County, OR",4501,98950,103451,4873,99404,104277,4883,98355,103238,5826,"95,552","101,378"
"2263","OR","Jefferson County, OR",512,9613,10125,545,9635,10180,559,9415,9974,652,"9,207","9,859"
"2264","OR","Josephine County, OR",1782,34004,35786,1939,33693,35632,1883,33288,35171,2220,"32,061","34,281"
"2265","OR","Klamath County, OR",1806,27485,29291,1845,27720,29565,1747,27801,29548,1980,"27,242","29,222"
"2266","OR","Lake County, OR",195,3433,3628,196,3384,3580,200,3309,3509,220,"3,232","3,452"
"2267","OR","Lane County, OR",7317,173271,180588,7968,173399,181367,8057,173411,181468,9067,"169,361","178,428"
"2268","OR","Lincoln County, OR",901,19947,20848,1007,20056,21063,1007,20088,21095,1172,"19,721","20,893"
"2269","OR","Linn County, OR",2529,56191,58720,2711,56053,58764,2741,55063,57804,3241,"53,574","56,815"
"2270","OR","Malheur County, OR",510,11804,12314,558,11882,12440,581,11963,12544,688,"11,787","12,475"
"2271","OR","Marion County, OR",6366,155513,161879,6788,154278,161066,6938,153168,160106,7958,"149,396","157,354"
"2272","OR","Morrow County, OR",235,5477,5712,242,5496,5738,253,5501,5754,280,"5,485","5,765"
"2273","OR","Multnomah County, OR",14878,440311,455189,16298,436194,452492,16442,436974,453416,18733,"425,011","443,744"
"2274","OR","Polk County, OR",1620,38240,39860,1696,37986,39682,1703,37609,39312,1934,"36,384","38,318"
"2275","OR","Sherman County, OR",32,900,932,36,863,899,42,856,898,41,"853","894"
"2276","OR","Tillamook County, OR",458,11421,11879,508,11342,11850,499,11249,11748,572,"11,066","11,638"
"2277","OR","Umatilla County, OR",1765,35014,36779,1774,34776,36550,1770,34932,36702,1920,"34,084","36,004"
"2278","OR","Union County, OR",576,11362,11938,630,11325,11955,631,11342,11973,707,"11,266","11,973"
"2279","OR","Wallowa County, OR",199,3221,3420,199,3204,3403,188,3130,3318,224,"3,091","3,315"
"2280","OR","Wasco County, OR",551,12809,13360,559,12801,13360,573,13228,13801,657,"13,030","13,687"
"2281","OR","Washington County, OR",9998,315008,325006,10966,311753,322719,11165,309262,320427,12855,"300,470","313,325"
"2282","OR","Wheeler County, OR",31,691,722,24,698,722,29,704,733,29,"657","686"
"2283","OR","Yamhill County, OR",1858,52981,54839,1989,52479,54468,2025,51981,54006,2443,"50,733","53,176"
"2284","PA","Pennsylvania",284013,6207627,6491640,272929,6150782,6423711,313066,6112981,6426047,346693,"6,102,096","6,448,789"
"2285","PA","Adams County, PA",1819,53531,55350,1792,53346,55138,2018,53389,55407,2192,"53,186","55,378"
"2286","PA","Allegheny County, PA",26828,623045,649873,25725,618427,644152,30403,615683,646086,33486,"613,814","647,300"
"2287","PA","Armstrong County, PA",1636,30671,32307,1590,30434,32024,1981,30356,32337,2475,"30,603","33,078"
"2288","PA","Beaver County, PA",3805,80367,84172,3769,79769,83538,4653,79801,84454,5272,"80,021","85,293"
"2289","PA","Bedford County, PA",1112,22510,23622,1050,22569,23619,1221,22540,23761,1404,"22,639","24,043"
"2290","PA","Berks County, PA",9384,206763,216147,8770,203905,212675,9718,202750,212468,10580,"202,560","213,140"
"2291","PA","Blair County, PA",2691,56860,59551,2471,56888,59359,2880,57259,60139,3204,"57,624","60,828"
"2292","PA","Bradford County, PA",1262,27697,28959,1245,27601,28846,1495,27806,29301,1967,"28,196","30,163"
"2293","PA","Bucks County, PA",13226,332053,345279,12649,327738,340387,14366,326004,340370,15698,"325,030","340,728"
"2294","PA","Butler County, PA",3904,96090,99994,3809,95362,99171,4476,94181,98657,4973,"93,599","98,572"
"2295","PA","Cambria County, PA",3101,54963,58064,2989,55147,58136,3575,56073,59648,4155,"57,163","61,318"
"2296","PA","Cameron County, PA",125,1963,2088,105,2028,2133,149,2045,2194,164,"2,067","2,231"
"2297","PA","Carbon County, PA",1736,30516,32252,1584,30089,31673,1740,29750,31490,1878,"29,674","31,552"
"2298","PA","Centre County, PA",2680,77464,80144,2561,76979,79540,2900,76192,79092,3287,"75,622","78,909"
"2299","PA","Chester County, PA",9139,277341,286480,8870,273694,282564,10030,271014,281044,10840,"269,412","280,252"
"2300","PA","Clarion County, PA",842,16289,17131,826,16549,17375,992,16731,17723,1107,"16,913","18,020"
"2301","PA","Clearfield County, PA",1873,34114,35987,1761,33918,35679,2109,33750,35859,2638,"33,655","36,293"
"2302","PA","Clinton County, PA",991,17347,18338,962,17368,18330,1117,17233,18350,1309,"17,238","18,547"
"2303","PA","Columbia County, PA",1597,31955,33552,1569,31875,33444,1736,31977,33713,1871,"32,012","33,883"
